time,solid_fraction,tip_x
1070,7237.08406275,117.516945049
1075,7273.3853814,117.920474167
1080,7309.73954869,118.341068466
1085,7346.1429117,118.747059178
1090,7382.59774227,119.163556526
1095,7419.10515264,119.572247235
1100,7455.66624374,119.984396239
1105,7492.2757312,120.395911358
1110,7528.93312303,120.803566876
1115,7565.63940322,121.217352015
1120,7602.39876584,121.621041472
1125,7639.20885819,122.036439744
1130,7676.068613,122.436788475
1135,7712.97738829,122.853291869
1140,7749.93897569,123.250773465
1145,7786.95182097,123.66794661
1150,7824.01343015,124.062960787
1155,7861.12091124,124.480434122
1160,7898.27749566,124.873315092
1165,7935.48432531,125.290777305
1170,7972.74086177,125.681802773
1175,8010.04400111,126.098992569
1180,8047.39577194,126.488393275
1185,8084.7980963,126.90509051
1190,8122.25128422,127.293060195
1195,8159.75109878,127.709076415
1200,8197.29687976,128.09578211
1205,8234.88987392,128.510950552
1210,8272.53198513,128.896543122
1215,8310.220166,129.310708279
1220,8347.95308131,129.695333149
1225,8385.73157931,130.108339961
1230,8423.55923722,130.492147945
1235,8461.43460079,130.903830688
1240,8499.35562052,131.286988823
1245,8537.32090898,131.697159713
1250,8575.33361475,132.079862009
1255,8613.39312193,132.488299591
1260,8651.49741338,132.870777669
1265,8689.64318297,133.277215084
1270,8727.83310504,133.659748698
1275,8766.06812438,134.063861948
1280,8804.34839561,134.446789353
1285,8842.67020546,134.848185528
1290,8881.03554702,135.231913495
1295,8919.4457114,135.630118851
1300,8957.90239281,136.015132258
1305,8996.4008558,136.409580137
1310,9034.94066795,136.796451386
1315,9073.52143829,137.186349595
1320,9112.14608021,137.575868916
1325,9150.81104129,137.961028925
1330,9189.5159346,138.353373267
1335,9228.26045552,138.733970103
1340,9267.04956727,139.128940607
1345,9305.88189029,139.505275807
1350,9344.75604308,139.902530608
1355,9383.66851957,140.275039391
1360,9422.62150107,140.67408184
1365,9461.61378899,141.043340638
1370,9500.64394323,141.443509042
1375,9539.70891994,141.81024386
1380,9578.81157115,142.21070201
1385,9617.95521067,142.575795865
1390,9657.14107927,142.975522923
1395,9696.36671179,143.340020753
1400,9735.63036286,143.737800488
1405,9774.93309298,144.102912859
1410,9814.27389644,144.497323791
1415,9853.65075945,144.864431999
1420,9893.06026725,145.253839088
1425,9932.50558716,145.624501649
1430,9971.98871099,146.007047813
1435,10011.5118505,146.38300629
1440,10051.0705354,146.7571474
1445,10090.6646678,147.13978601
1450,10130.2931292,147.506827026
1455,10169.9579513,147.894631275
1460,10209.6556484,148.256244437
1465,10249.3860379,148.64728039
1470,10289.1499667,149.005346402
1475,10328.9515868,149.397417396
1480,10368.7907183,149.754026217
1485,10408.6640843,150.144667263
1490,10448.5693509,150.502117009
1495,10488.5062857,150.88858956
1500,10528.4771905,151.249386764
