time,solid_fraction,tip_x
1330,8782.2325261,92.0345103666
1335,8815.31950625,92.1506070845
1340,8848.41471305,92.2719338923
1345,8881.52582825,92.4036062546
1350,8914.64645892,92.5350014535
1355,8947.76674632,92.656089122
1360,8980.89029043,92.7707452814
1365,9014.02648499,92.8830775052
1370,9047.17378065,92.9975728722
1375,9080.32483844,93.1189716322
1380,9113.48192427,93.2500329596
1385,9146.6518158,93.3743221557
1390,9179.83084803,93.4899488581
1395,9213.01023325,93.6005083355
1400,9246.19284704,93.7099076641
1405,9279.38929443,93.8224009969
1410,9312.59969209,93.9424207459
1415,9345.8143022,94.0703331192
1420,9379.0310664,94.1899171601
1425,9412.25752386,94.3016797315
1430,9445.49507251,94.4089502469
1435,9478.73655407,94.5153811628
1440,9511.98137937,94.6249423128
1445,9545.23844734,94.7417485018
1450,9578.51006455,94.8662985479
1455,9611.78671568,94.9830736101
1460,9645.06313096,95.0922151911
1465,9678.34674613,95.1967643485
1470,9711.64379488,95.3000652058
1475,9744.94906731,95.4057676741
1480,9778.25742804,95.5176752061
1485,9811.57427915,95.638395195
1490,9844.90484756,95.7541514705
1495,9878.24287671,95.8619401028
1500,9911.58072081,95.9644967172
