x,velocity_x,velocity_y,pressure
0.05,0.0047975,0,0.159931371766
0.15,0.00479753866989,-1.41639530867e-07,0.15973117563
0.25,0.00479759228152,-2.55760457797e-07,0.159530902053
0.35,0.00479765290243,-3.38188241352e-07,0.159330547789
0.45,0.00479771333856,-3.90459665041e-07,0.15913012646
0.55,0.00479776852453,-4.16674830859e-07,0.158929650172
0.65,0.00479781561531,-4.22506726978e-07,0.158729135817
0.75,0.0047978539193,-4.13656955255e-07,0.158528597698
0.85,0.00479788391728,-3.95117138083e-07,0.15832804821
0.95,0.00479790703284,-3.70814199896e-07,0.158127496091
1.05,0.00479792467776,-3.43619148898e-07,0.157926947484
1.15,0.00479793851098,-3.15507294349e-07,0.157726405769
1.25,0.00479794966786,-2.87763394353e-07,0.157525872988
1.35,0.00479795941504,-2.61173578701e-07,0.157325349621
1.45,0.00479796837012,-2.36179396904e-07,0.157124835847
1.55,0.00479797739567,-2.12993111451e-07,0.156924331009
1.65,0.00479798668415,-1.91679628327e-07,0.156723834642
1.75,0.00479799683197,-1.72212717893e-07,0.156523345769
1.85,0.00479800774143,-1.54512701566e-07,0.156322863816
1.95,0.00479801986935,-1.3847103342e-07,0.156122387813
2.05,0.00479803292844,-1.2396610736e-07,0.155921917259
2.15,0.00479804732264,-1.10872991789e-07,0.155721451295
2.25,0.0047980626372,-9.90693899309e-08,0.155520989547
2.35,0.00479807927705,-8.84388919195e-08,0.155320531281
2.45,0.00479809673476,-7.88727856338e-08,0.155120076247
2.55,0.00479811544882,-7.02706473377e-08,0.154919623823
2.65,0.00479813483675,-6.25405401329e-08,0.154719173864
2.75,0.00479815539058,-5.55986038244e-08,0.154518725842
2.85,0.00479817646023,-4.93687228921e-08,0.154318279697
2.95,0.00479819860406,-4.37818047155e-08,0.154117834971
3.05,0.00479822110594,-3.87753541461e-08,0.153917391673
3.15,0.00479824459946,-3.42927066822e-08,0.153716949402
3.25,0.00479826830044,-3.0282670945e-08,0.153516508217
3.35,0.00479829292463,-2.66988040178e-08,0.153316067758
3.45,0.00479831761565,-2.34991690576e-08,0.153115628128
3.55,0.00479834317743,-2.0645669622e-08,0.152915188998
3.65,0.00479836867593,-1.81039258573e-08,0.152714750502
3.75,0.00479839500896,-1.58426579851e-08,0.152514312334
3.85,0.00479842115839,-1.38336719268e-08,0.152313874655
3.95,0.00479844812179,-1.20512743241e-08,0.152113437174
4.05,0.00479847478977,-1.04723548234e-08,0.151913000074
4.15,0.00479850226583,-9.07581628581e-09,0.151712563075
4.25,0.0047985293416,-7.8427440818e-09,0.151512126379
4.35,0.00479855723317,-6.75583591563e-09,0.151311689709
4.45,0.00479858462488,-5.79965029685e-09,0.151111253285
4.55,0.00479861285263,-4.9600251517e-09,0.150910816833
4.65,0.00479864048466,-4.22439998473e-09,0.150710380586
4.75,0.00479866898454,-3.58121227329e-09,0.150509944271
4.85,0.00479869679498,-3.02029224848e-09,0.150309508133
4.95,0.00479872551584,-2.53222810144e-09,0.150109071897
5.05,0.00479875345429,-2.10883201474e-09,0.149908635818
5.15,0.0047987823558,-1.74246745321e-09,0.149708199619
5.25,0.00479881038132,-1.42658735624e-09,0.149507763568
5.35,0.00479883943212,-1.15501537558e-09,0.149307327378
5.45,0.00479886751157,-9.22558531273e-10,0.14910689133
5.55,0.00479889668772,-7.24236427141e-10,0.148906455132
5.65,0.00479892479422,-5.55970132761e-10,0.148706019074
5.75,0.00479895407786,-4.13753202517e-10,0.148505582855
5.85,0.00479898218959,-2.94420149905e-10,0.148305146777
5.95,0.00479901156783,-1.94752195028e-10,0.148104710531
6.05,0.00479903966694,-1.12330024472e-10,0.147904274429
6.15,0.00479906913091,-4.45675000853e-11,0.147703838152
6.25,0.00479909720266,1.03471773413e-11,0.147503402025
6.35,0.00479912674681,5.44970054742e-11,0.147302965716
6.45,0.00479915477883,8.92010083746e-11,0.147102529565
6.55,0.00479918440024,1.16145971467e-10,0.146902093224
6.65,0.00479921238197,1.36252027069e-10,0.146701657049
6.75,0.00479924207989,1.5089791973e-10,0.146501220679
6.85,0.00479927000205,1.60681228254e-10,0.146300784483
6.95,0.00479929977753,1.66745516579e-10,0.146100348085
7.05,0.00479932763175,1.69427369889e-10,0.145899911871
7.15,0.00479935748728,1.69694202288e-10,0.145699475446
7.25,0.00479938526576,1.67671067366e-10,0.145499039217
7.35,0.00479941520507,1.64197634434e-10,0.145298602769
7.45,0.00479944290032,1.59226392836e-10,0.145098166528
7.55,0.00479947292819,1.53508414094e-10,0.144897730058
7.65,0.00479950053283,1.46854149746e-10,0.144697293807
7.75,0.00479953065495,1.3995809605e-10,0.144496857318
7.85,0.00479955816152,1.32511863804e-10,0.144296421059
7.95,0.00479958838442,1.25179168856e-10,0.144095984552
8.05,0.00479961578522,1.17550301092e-10,0.143895548289
8.15,0.00479964611621,1.10279169369e-10,0.143695111765
8.25,0.0047996734032,1.02867832182e-10,0.1434946755
8.35,0.00479970385029,9.59776067116e-11,0.14329423896
8.45,0.00479973101499,8.90311798722e-11,0.143093802694
8.55,0.00479976158695,8.27112122336e-11,0.14289336614
8.65,0.00479978862033,7.63671111288e-11,0.142692929876
8.75,0.00479981932663,7.07146126839e-11,0.142492493308
8.85,0.00479984621905,6.50330126874e-11,0.142292057046
8.95,0.00479987706992,6.00812929336e-11,0.142091620464
9.05,0.00479990381101,5.50699175822e-11,0.141891184207
9.15,0.00479993481748,5.08098710147e-11,0.141690747612
9.25,0.00479996139613,4.64421184992e-11,0.141490311361
9.35,0.00479999257001,4.28375103745e-11,0.141289874752
9.45,0.00480001897426,3.90657473999e-11,0.141089438509
9.55,0.00480005032826,3.60649730195e-11,0.140889001886
9.65,0.00480007654524,3.28302916269e-11,0.140688565651
9.75,0.004800108093,3.03738291659e-11,0.140488129014
9.85,0.00480013410884,2.76123285898e-11,0.14028769279
9.95,0.00480016586501,2.56387370372e-11,0.140087256138
10.05,0.0048001916648,2.32864233589e-11,0.139886819924
10.15,0.00480022364507,2.17356899142e-11,0.139686383257
10.25,0.00480024921275,1.97308290325e-11,0.139485947056
10.35,0.004800281434,1.8546746435e-11,0.139285510373
10.45,0.00480030675228,1.68321929487e-11,0.139085074186
10.55,0.00480033923261,1.59637770612e-11,0.138884637486
10.65,0.00480036428289,1.44876468415e-11,0.138684201313
10.75,0.00480039704175,1.38897503482e-11,0.138483764595
10.85,0.00480042180404,1.26057466119e-11,0.138283328439
10.95,0.0048004548623,1.22389623339e-11,0.138082891702
11.05,0.00480047931506,1.11062824108e-11,0.137882455564
11.15,0.00480051269515,1.09370198911e-11,0.137682018805
11.25,0.00480053681524,9.92015108886e-12,0.137481582687
11.35,0.00480057054127,9.92025572553e-12,0.137281145907
11.45,0.00480059430379,8.98849046537e-12,0.137080709809
11.55,0.00480062840163,9.13474825185e-12,0.136880273005
11.65,0.00480065177981,8.26181353519e-12,0.13667983693
11.75,0.00480068627729,8.53545229973e-12,0.136479400101
11.85,0.00480070924236,7.69876485442e-12,0.13627896405
11.95,0.00480074416936,8.08490001106e-12,0.136078527194
12.05,0.00480076669038,7.26514369683e-12,0.13587809117
12.15,0.00480080207902,7.75232792931e-12,0.135677654285
12.25,0.00480082412271,6.93278504364e-12,0.135477218289
12.35,0.00480086000752,7.51259607912e-12,0.135276781373
12.45,0.00480088153813,6.67898808912e-12,0.135076345407
12.55,0.0048009179562,7.34554019563e-12,0.134875908458
12.65,0.0048009389353,6.4854074995e-12,0.134675472525
12.75,0.00480097592651,7.23495305982e-12,0.134475035541
12.85,0.00480099631277,6.33717334024e-12,0.134274599643
12.95,0.00480103391996,7.16813416869e-12,0.13407416262
13.05,0.00480105366897,6.2227977049e-12,0.13387372676
13.15,0.00480109193822,7.13471499035e-12,0.133673289697
13.25,0.00480111100223,6.13267068875e-12,0.133472853878
13.35,0.00480114998303,7.12700570277e-12,0.13327241677
13.45,0.00480116831074,6.05984035351e-12,0.133071980995
13.55,0.00480120805629,7.13901793462e-12,0.13287154384
13.65,0.00480122559254,5.99848782505e-12,0.132671108113
13.75,0.00480126616004,7.16611132823e-12,0.132470670907
13.85,0.00480128284555,5.94426703845e-12,0.132270235231
13.95,0.00480132429646,7.20483764549e-12,0.132069797971
14.05,0.0048013400675,5.89363239667e-12,0.131869362349
14.15,0.00480138246789,7.25259422417e-12,0.13166892503
14.25,0.00480139725597,5.8441126464e-12,0.131468489467
14.35,0.00480144067685,7.30778000743e-12,0.131268052086
14.45,0.00480145440835,5.79367315885e-12,0.131067616587
14.55,0.00480149892604,7.369123154e-12,0.130867179138
14.65,0.00480151152185,5.74061890069e-12,0.130666743707
